DateTime,PT08.S1(CO)_mean,PT08.S1(CO)_max,PT08.S2(NMHC)_mean,PT08.S2(NMHC)_max,PT08.S3(NOx)_mean,PT08.S3(NOx)_max,PT08.S4(NO2)_mean,PT08.S4(NO2)_max,PT08.S5(O3)_mean,PT08.S5(O3)_max,T_mean,T_max,RH_mean,RH_max,AH_mean,AH_max,day_of_week,month,is_weekend
2004-07-24,1046.8333333333333,1238.0,858.125,1156.0,802.9583333333334,983.0,1640.5833333333333,1897.0,868.4166666666666,1353.0,30.108333333333334,38.3,39.87916666666667,52.2,1.6297541666666666,1.837,5,7,1
2004-07-25,932.2916666666666,1163.0,677.2916666666666,893.0,1040.25,1242.0,1514.625,1760.0,581.3333333333334,977.0,26.758333333333336,31.5,49.75416666666666,69.3,1.6898833333333334,2.0042,6,7,1
2004-07-26,983.0416666666666,1163.0,876.5833333333334,1227.0,868.9166666666666,1204.0,1606.8333333333333,1931.0,806.5416666666666,1169.0,30.108333333333334,36.3,35.612500000000004,48.5,1.4415625,1.616,0,7,0
2004-07-27,921.7916666666666,1086.0,850.5416666666666,1045.0,882.1666666666666,1128.0,1509.8333333333333,1724.0,758.5,1134.0,28.016666666666666,32.8,32.475,48.8,1.1796416666666667,1.4337,1,7,0
2004-07-28,887.1111111111111,1210.0,872.1111111111111,1472.0,880.2222222222222,1156.0,1501.5555555555557,2112.0,878.7777777777778,1525.0,22.12222222222222,24.5,36.82222222222222,42.5,0.9621444444444445,1.0201,2,7,0
2004-08-01,974.1666666666666,1170.0,792.5833333333334,1020.0,880.0833333333334,1119.0,1559.0,1798.0,670.5833333333334,1086.0,30.65416666666667,40.2,42.12083333333333,63.6,1.6735208333333336,1.9998,6,8,1
2004-08-02,1055.2083333333333,1297.0,930.9166666666666,1233.0,768.8333333333334,1203.0,1709.4583333333333,2129.0,764.0416666666666,1248.0,30.545833333333334,38.0,43.63333333333333,62.8,1.7645208333333333,2.067,0,8,0
2004-08-03,1099.2916666666667,1362.0,958.625,1333.0,733.5416666666666,1186.0,1768.3333333333333,2256.0,899.0416666666666,1533.0,30.704166666666666,38.0,41.35,52.3,1.744575,1.9105,1,8,0
2004-08-04,1036.5833333333333,1381.0,902.0416666666666,1454.0,768.1666666666666,987.0,1698.0833333333333,2404.0,872.1666666666666,1607.0,30.575,39.3,42.05833333333333,58.6,1.719525,1.8891,2,8,0
2004-08-06,1079.1666666666667,1307.0,980.7916666666666,1270.0,698.375,930.0,1803.9166666666667,2191.0,1104.2916666666667,1451.0,26.483333333333334,35.6,58.0375,75.9,1.8899666666666668,2.019,4,8,0
2004-08-07,927.9166666666666,1075.0,829.4583333333334,1012.0,838.25,1068.0,1608.0,1838.0,773.0833333333334,1113.0,29.09583333333333,38.5,46.362500000000004,67.1,1.7155291666666665,1.8897,5,8,1
2004-08-08,935.1666666666666,1124.0,752.4166666666666,992.0,904.9166666666666,1129.0,1576.3333333333333,1791.0,665.5416666666666,1013.0,28.041666666666668,35.1,50.145833333333336,68.0,1.8238625,2.1806,6,8,1
2004-08-09,1025.1666666666667,1185.0,892.375,1152.0,767.9583333333334,1065.0,1691.9583333333333,2005.0,913.9583333333334,1336.0,28.84166666666667,34.4,48.65833333333333,68.0,1.8217125,1.9804,0,8,0
2004-08-10,1064.2916666666667,1268.0,920.25,1259.0,748.0833333333334,955.0,1706.2083333333333,2114.0,943.375,1433.0,31.545833333333334,40.5,43.887499999999996,67.4,1.8547083333333332,2.0821,1,8,0
2004-08-11,1058.0,1179.0,855.4583333333334,1019.0,778.4583333333334,961.0,1700.4166666666667,1904.0,869.0416666666666,1178.0,31.5,38.8,46.00416666666666,63.7,1.9978125,2.117,2,8,0
2004-08-12,1001.125,1205.0,834.4583333333334,1118.0,824.5416666666666,1027.0,1684.3333333333333,2019.0,762.2916666666666,1189.0,30.7375,38.1,47.5875,64.6,1.978925,2.1719,3,8,0
2004-08-13,925.0416666666666,1086.0,760.4583333333334,981.0,936.125,1264.0,1558.5416666666667,1818.0,598.75,1007.0,29.808333333333334,36.3,44.47083333333333,67.1,1.7402291666666667,2.1395,4,8,0
2004-08-14,906.0833333333334,1005.0,722.9166666666666,868.0,954.375,1232.0,1503.0833333333333,1639.0,609.75,890.0,29.958333333333332,38.9,41.800000000000004,57.2,1.6433958333333332,1.7898,5,8,1
2004-08-15,847.4166666666666,982.0,693.25,906.0,1033.3333333333333,1281.0,1406.4166666666667,1562.0,609.5416666666666,1002.0,29.8125,38.3,37.766666666666666,62.2,1.4144625,1.7077,6,8,1
2004-08-16,891.3333333333334,1028.0,797.625,1048.0,939.2916666666666,1238.0,1410.4166666666667,1624.0,707.0833333333334,1135.0,30.075,39.7,30.233333333333334,47.0,1.169975,1.3722,0,8,0
2004-08-17,986.25,1155.0,828.7083333333334,1181.0,845.6666666666666,1069.0,1484.4166666666667,1850.0,811.9166666666666,1302.0,30.391666666666666,38.8,33.858333333333334,53.9,1.3470875,1.4666,1,8,0
2004-08-18,998.5416666666666,1077.0,847.5416666666666,1022.0,811.2916666666666,920.0,1550.9583333333333,1693.0,801.4583333333334,1138.0,29.837500000000002,36.8,37.40833333333333,52.9,1.5247208333333333,1.964,2,8,0
2004-08-19,998.8333333333334,1116.0,798.2083333333334,953.0,842.7916666666666,1187.0,1611.25,1759.0,727.5833333333334,927.0,32.233333333333334,39.9,41.4,54.4,1.8804791666666667,2.0375,3,8,0
2004-08-20,982.625,1175.0,786.9166666666666,1080.0,856.375,1398.0,1609.8333333333333,1931.0,687.2083333333334,1102.0,30.616666666666664,36.8,45.25833333333333,59.0,1.9148041666666666,2.0767,4,8,0
2004-08-21,851.625,965.0,712.7083333333334,936.0,1015.0833333333334,1171.0,1383.125,1563.0,544.0,866.0,26.791666666666668,32.4,37.69583333333333,47.3,1.2938458333333334,1.6121,5,8,1
2004-08-22,912.3333333333334,944.0,835.3333333333334,900.0,848.3333333333334,868.0,1509.0,1549.0,817.6666666666666,830.0,22.166666666666668,22.8,52.199999999999996,57.4,1.3758333333333332,1.4037,6,8,1
2004-08-23,909.7894736842105,1028.0,846.0,1146.0,865.0,1093.0,1425.1052631578948,1766.0,730.3157894736842,1087.0,29.563157894736843,37.3,30.742105263157896,51.6,1.1673842105263157,1.3243,0,8,0
2004-08-24,967.9583333333334,1093.0,853.0416666666666,1133.0,816.9583333333334,1181.0,1468.6666666666667,1678.0,808.2916666666666,1208.0,27.987499999999997,38.3,35.99166666666667,50.4,1.2742833333333332,1.8284,1,8,0
2004-08-25,1014.6666666666666,1314.0,872.4583333333334,1325.0,768.8333333333334,1102.0,1595.8333333333333,2143.0,812.9166666666666,1390.0,28.612499999999997,36.3,42.145833333333336,56.1,1.5917833333333335,1.871,2,8,0
2004-08-26,842.0353260869565,969.0,653.5951086956521,857.0,1041.731884057971,1189.0,1305.8949275362318,1485.0,612.0153985507246,821.0,23.37146739130435,24.3,47.41141304347826,48.34347826086957,1.3400878623188406,1.3501521739130435,3,8,0
2004-08-27,840.4211956521739,841.0869565217391,653.3070652173913,693.8695652173913,1034.3641304347825,1049.391304347826,1308.336956521739,1355.086956521739,640.3342391304349,778.5217391304348,22.820380434782606,23.191304347826087,49.54184782608696,58.20434782608695,1.3501902173913045,1.3504652173913043,4,8,0
2004-08-28,933.0797101449275,1125.0,806.6376811594204,952.0,848.6503623188406,1145.0,1442.1721014492753,1690.0,740.2409420289855,1034.0,26.88786231884058,35.9,41.65235507246377,59.3,1.3526894927536233,1.6765,5,8,1
2004-08-29,987.4166666666666,1181.0,826.7083333333334,1107.0,791.0833333333334,982.0,1531.125,1807.0,756.0833333333334,1026.0,27.520833333333332,36.2,44.987500000000004,66.9,1.5171875000000001,1.7141,6,8,1
2004-08-30,1071.3,1393.0,977.95,1567.0,716.05,1127.0,1685.25,2381.0,900.8,1562.0,27.369999999999997,33.8,46.12,64.0,1.590925,1.677,0,8,0
2004-08-31,1116.7333333333333,1209.0,1052.4,1196.0,628.8666666666667,756.0,1731.4666666666667,1911.0,967.5333333333333,1255.0,29.753333333333334,34.5,38.32,53.4,1.5346333333333333,1.6852,1,8,0
2004-09-01,1060.5833333333333,1410.0,1050.25,1669.0,678.5833333333334,994.0,1683.5416666666667,2555.0,1021.5,1644.0,27.070833333333336,35.5,42.09166666666667,66.8,1.3834833333333334,1.6031,2,9,0
2004-09-02,1084.1666666666667,1464.0,1072.75,1552.0,668.9583333333334,977.0,1675.125,2366.0,1137.2916666666667,1738.0,28.916666666666668,38.7,38.06666666666667,57.2,1.3910166666666666,1.5165,3,9,0
2004-09-03,1129.6666666666667,1488.0,1069.4166666666667,1653.0,658.9583333333334,954.0,1689.9583333333333,2537.0,1213.5833333333333,1782.0,29.979166666666668,39.3,37.237500000000004,59.3,1.4423208333333333,1.5747,4,9,0
2004-09-04,1072.5,1226.0,913.75,1091.0,713.3125,816.0,1517.0625,1697.0,1002.4375,1362.0,28.7,38.3,39.75625,55.4,1.43055,1.4999,5,9,1
2004-09-09,1113.4166666666667,1425.0,1066.4583333333333,1605.0,951.5833333333334,1370.0,1460.3333333333333,1920.0,1211.5416666666667,2321.0,28.525000000000002,38.4,26.55,37.5,0.9646708333333334,1.229,3,9,0
2004-09-10,1080.4583333333333,1417.0,1009.5,1511.0,910.8333333333334,1219.0,1447.125,1975.0,1020.2083333333334,1676.0,27.912499999999998,34.9,30.6125,45.8,1.077275,1.2049,4,9,0
2004-09-11,1107.75,1323.0,928.125,1190.0,880.4166666666666,1189.0,1427.4583333333333,1702.0,942.25,1479.0,27.208333333333332,35.9,35.550000000000004,50.8,1.2052791666666667,1.4424,5,9,1
2004-09-14,1148.4583333333333,1540.0,1016.375,1601.0,775.875,1061.0,1716.25,2382.0,1094.1666666666667,1743.0,25.195833333333336,34.0,55.95416666666667,87.2,1.71355,1.967,1,9,0
2004-09-15,1205.375,1571.0,1088.4583333333333,1593.0,708.25,1082.0,1846.6666666666667,2409.0,1213.6666666666667,1686.0,22.84166666666667,26.9,67.76666666666667,81.5,1.8466791666666669,1.9776,2,9,0
2004-09-16,1072.0,1435.0,1015.5,1430.0,781.875,1107.0,1656.9166666666667,2194.0,1084.9166666666667,1518.0,21.429166666666664,23.8,61.10833333333333,76.0,1.5256,1.7394,3,9,0
2004-09-17,945.2083333333334,1147.0,882.9583333333334,1178.0,980.375,1472.0,1440.0,1708.0,830.4166666666666,1114.0,21.8,23.9,48.52916666666667,61.9,1.2407291666666667,1.4017,4,9,0
2004-09-18,933.6666666666666,1191.0,814.0833333333334,1055.0,995.25,1319.0,1331.875,1563.0,732.375,1221.0,24.025000000000002,29.1,38.858333333333334,50.7,1.1190083333333334,1.2626,5,9,1
2004-09-19,1044.9583333333333,1345.0,941.5416666666666,1317.0,824.7916666666666,1169.0,1492.9166666666667,1816.0,961.9583333333334,1416.0,24.829166666666666,34.6,43.92083333333333,66.8,1.2793333333333334,1.4632,6,9,1
2004-09-20,1130.0,1479.0,1095.3333333333333,1663.0,747.375,1122.0,1660.4583333333333,2338.0,1151.9166666666667,1785.0,25.570833333333336,34.3,43.262499999999996,65.6,1.3196291666666666,1.4666,0,9,0
2004-09-21,1181.875,1587.0,1124.7083333333333,1795.0,712.3333333333334,1119.0,1726.0416666666667,2531.0,1163.0833333333333,1820.0,24.704166666666666,31.5,47.61666666666667,66.1,1.42305,1.548,1,9,0
2004-09-22,1166.7083333333333,1514.0,1113.4583333333333,1648.0,699.4583333333334,1133.0,1728.0833333333333,2400.0,1163.5833333333333,1798.0,24.604166666666668,32.9,51.27916666666667,72.5,1.4947625,1.7127,2,9,0
2004-09-23,1159.2916666666667,1446.0,1075.1666666666667,1458.0,713.1666666666666,1138.0,1703.4166666666667,2075.0,1102.4166666666667,1619.0,25.495833333333334,31.6,50.7875,68.5,1.5961458333333332,1.7261,3,9,0
2004-09-24,1136.6666666666667,1600.0,1021.5833333333334,1641.0,787.125,1317.0,1652.625,2430.0,1052.625,1788.0,21.133333333333333,26.6,58.612500000000004,76.6,1.4395749999999998,1.5682,4,9,0
2004-09-25,853.125,1126.0,751.1666666666666,1111.0,1127.7083333333333,1531.0,1183.875,1473.0,640.2916666666666,1249.0,17.849999999999998,22.1,40.99166666666667,53.9,0.8099208333333333,0.9334,5,9,1
2004-09-26,910.75,1067.0,821.2916666666666,1040.0,968.625,1222.0,1243.25,1413.0,778.6666666666666,1166.0,18.425,23.4,42.454166666666666,63.2,0.8547125000000001,0.9319,6,9,1
2004-09-27,997.5416666666666,1372.0,982.9166666666666,1477.0,813.7916666666666,1079.0,1392.6666666666667,1973.0,1013.125,1556.0,19.020833333333332,25.1,42.44583333333333,62.6,0.8822375,0.9948,0,9,0
2004-09-28,1086.6666666666667,1479.0,1114.7916666666667,1756.0,765.25,1208.0,1511.8333333333333,2165.0,1335.25,2236.0,19.891666666666666,28.9,42.391666666666666,62.7,0.9168,1.1159,1,9,0
2004-09-29,1122.875,1467.0,1092.4166666666667,1643.0,749.7916666666666,1221.0,1539.6666666666667,2088.0,1225.5,1770.0,20.995833333333334,28.6,44.05416666666667,62.1,1.0338375,1.1281,2,9,0
2004-09-30,1267.875,1728.0,1129.4166666666667,1692.0,672.75,1138.0,1657.9166666666667,2365.0,1298.2916666666667,1866.0,21.2875,26.1,53.0875,64.7,1.3287541666666667,1.6155,3,9,0
2004-10-01,1319.0208333333333,1707.0,1156.5833333333333,1637.0,601.7916666666666,968.0,1772.7291666666667,2338.0,1370.3333333333333,1848.0,22.181250000000002,26.4,59.84583333333333,71.8,1.56366875,1.6117,4,10,0
2004-10-02,1211.0416666666667,1506.0,983.3333333333334,1315.0,673.0833333333334,867.0,1598.4583333333333,1954.0,1099.8333333333333,1395.0,22.820833333333336,26.5,57.39166666666667,65.9,1.5603375,1.6213,5,10,1
2004-10-03,1128.25,1540.0,893.625,1336.0,750.25,972.0,1525.4583333333333,1929.0,982.0833333333334,1590.0,23.0125,27.4,56.40833333333333,66.4,1.54145,1.6261,6,10,1
2004-10-09,1340.2916666666667,1674.0,1101.4166666666667,1447.0,591.4583333333334,780.0,1724.0,2065.0,1260.2916666666667,1689.0,24.883333333333336,29.6,54.791666666666664,67.5,1.6757875,1.7966,5,10,1
2004-10-10,1112.1666666666667,1520.0,858.375,1217.0,762.9583333333334,942.0,1547.875,1812.0,885.0833333333334,1357.0,22.070833333333336,24.8,66.9125,80.5,1.7469999999999999,1.8881,6,10,1
2004-10-14,1005.125,1340.0,875.2916666666666,1324.0,872.5833333333334,1436.0,1400.2083333333333,1907.0,915.25,1412.0,17.804166666666667,22.2,55.78333333333333,78.1,1.1168625,1.4491,3,10,0
2004-10-15,1119.6470588235295,1420.0,1037.6470588235295,1405.0,732.2941176470588,1125.0,1606.8235294117646,1942.0,1056.1764705882354,1573.0,18.24705882352941,24.4,66.47058823529412,84.6,1.327935294117647,1.4673,4,10,0
2004-10-22,1300.7083333333333,1808.0,1189.4583333333333,1771.0,581.2916666666666,870.0,1799.7083333333333,2486.0,1431.8333333333333,2235.0,22.52916666666667,26.9,61.645833333333336,74.4,1.6456625,1.7164,4,10,0
2004-10-27,1141.9166666666667,1465.0,1052.9583333333333,1515.0,666.3333333333334,946.0,1638.9166666666667,2119.0,1131.9166666666667,1516.0,18.425,21.0,72.33333333333333,81.8,1.5125,1.6066,2,10,0
2004-10-28,1148.625,1633.0,1080.7083333333333,1671.0,675.0833333333334,936.0,1610.0416666666667,2271.0,1175.75,1852.0,18.3875,21.6,67.8,79.9,1.4080083333333333,1.5656,3,10,0
2004-10-29,1153.3333333333333,1523.0,1020.0,1457.0,710.7083333333334,1092.0,1613.5833333333333,2125.0,1041.2916666666667,1430.0,19.454166666666666,23.5,73.89166666666667,86.5,1.650275,2.0224,4,10,0
2004-10-30,1200.5833333333333,1493.0,1091.6666666666667,1437.0,635.375,857.0,1659.875,2015.0,1188.0,1551.0,19.5625,23.6,71.16666666666667,81.5,1.5899416666666666,1.7305,5,10,1
2004-10-31,1109.9583333333333,1571.0,938.7916666666666,1559.0,764.4166666666666,1291.0,1601.0416666666667,2277.0,993.7083333333334,1648.0,20.85833333333333,24.3,68.82916666666667,79.0,1.6735166666666668,1.8148,6,10,1
2004-11-01,1243.5,1472.0,1094.5833333333333,1290.0,604.4583333333334,747.0,1706.1666666666667,1942.0,1495.625,2519.0,21.229166666666668,25.8,70.09166666666667,78.1,1.7422583333333332,1.98,0,11,0
2004-11-02,1308.9166666666667,1778.0,1297.25,1935.0,596.9166666666666,1069.0,1893.5416666666667,2643.0,1430.0,2039.0,20.666666666666668,25.7,64.5,76.4,1.53465,1.7283,1,11,0
2004-11-03,1155.6666666666667,1390.0,1081.6666666666667,1414.0,654.1666666666666,1033.0,1618.5833333333333,1959.0,1169.5833333333333,1522.0,21.537499999999998,26.6,58.012499999999996,74.4,1.4421625,1.5156,2,11,0
2004-11-04,1281.2916666666667,1915.0,1210.125,1920.0,605.1666666666666,1025.0,1747.5833333333333,2609.0,1332.2916666666667,2204.0,20.57916666666667,26.8,62.00416666666666,73.5,1.4643958333333333,1.7082,3,11,0
2004-11-05,1262.5416666666667,1870.0,1178.9583333333333,1871.0,619.0,1056.0,1682.0416666666667,2483.0,1313.7916666666667,2165.0,19.345833333333335,24.7,62.23333333333333,73.3,1.3682583333333334,1.5322,4,11,0
2004-11-06,1189.2916666666667,1464.0,1034.4166666666667,1321.0,653.9166666666666,1012.0,1500.7083333333333,1794.0,1144.5833333333333,1600.0,18.291666666666668,22.0,63.487500000000004,76.6,1.3132,1.4356,5,11,1
2004-11-07,876.5416666666666,1075.0,747.8333333333334,1127.0,1016.8333333333334,1370.0,1113.9583333333333,1354.0,673.0833333333334,1063.0,15.883333333333333,18.0,45.86666666666667,71.4,0.8194916666666666,1.2331,6,11,1
2004-11-08,906.875,1341.0,848.2083333333334,1575.0,988.7916666666666,1757.0,1155.8333333333333,1778.0,804.9583333333334,1580.0,11.116666666666667,13.4,50.62083333333334,71.6,0.6623208333333334,0.8893,0,11,0
2004-11-09,1000.9166666666666,1275.0,950.125,1373.0,837.2083333333334,1296.0,1233.2083333333333,1605.0,1016.9583333333334,1720.0,8.033333333333333,13.8,64.78750000000001,85.7,0.6867208333333333,0.8818,1,11,0
2004-11-10,961.4166666666666,1277.0,843.25,1335.0,948.375,1663.0,1210.9166666666667,1636.0,836.2916666666666,1331.0,8.745833333333334,11.4,71.81666666666666,87.1,0.8065708333333333,0.893,2,11,0
