DateTime,CO(GT),C6H6(GT),NOx(GT),NO2(GT)
2004-05-12 10:00:00,3.9,22.0,280.0,108.0
2004-05-12 11:00:00,3.4,17.9,275.0,125.0
2004-05-12 12:00:00,3.3,22.7,207.0,117.0
2004-05-12 13:00:00,5.1,29.3,305.0,131.0
2004-05-12 14:00:00,3.1,14.7,236.0,126.0
2004-05-12 15:00:00,2.5,12.6,183.0,114.0
2004-05-12 16:00:00,2.4,12.7,162.0,123.0
2004-05-12 17:00:00,2.8,13.0,157.0,116.0
2004-05-12 18:00:00,2.9,13.4,136.0,107.0
2004-05-12 19:00:00,3.4,14.8,166.0,123.0
2004-05-12 20:00:00,2.2,9.4,136.0,112.0
2004-05-12 21:00:00,1.6,6.9,112.0,101.0
2004-05-12 22:00:00,1.3,5.2,87.0,91.0
2004-05-12 23:00:00,1.3,5.7,86.0,88.0
2004-05-13 00:00:00,1.6,6.5,98.0,96.0
2004-05-13 01:00:00,1.2,4.7,62.0,75.0
2004-05-13 02:00:00,0.6,2.5,32.0,47.0
2004-05-13 03:00:00,0.4,1.4,26.5,36.0
2004-05-13 04:00:00,0.4,1.0,21.0,25.0
2004-05-13 05:00:00,0.4,1.7,41.0,49.0
2004-05-13 06:00:00,1.0,4.5,86.0,85.0
2004-05-13 07:00:00,2.0,9.4,174.0,106.0
2004-05-13 08:00:00,3.6,17.9,264.0,136.0
2004-05-13 09:00:00,2.4,10.6,211.0,119.0
2004-05-13 10:00:00,2.4,11.0,208.0,122.0
2004-05-13 11:00:00,1.6,7.2,139.0,90.0
2004-05-13 12:00:00,1.9,8.7,138.0,97.0
2004-05-13 13:00:00,2.4,11.1,142.0,98.0
2004-05-13 14:00:00,1.7,7.9,131.0,93.0
2004-05-13 15:00:00,2.1,9.8,132.0,98.0
2004-05-13 16:00:00,3.1,16.4,178.0,123.0
2004-05-13 17:00:00,4.6,22.6,228.0,148.0
2004-05-13 18:00:00,4.5,20.2,232.0,148.0
2004-05-13 19:00:00,3.9,21.7,204.0,133.0
2004-05-13 20:00:00,4.6,21.2,250.0,141.0
2004-05-13 21:00:00,3.3,15.9,208.0,131.0
2004-05-13 22:00:00,2.7,12.0,158.0,121.0
2004-05-13 23:00:00,3.3,17.4,197.0,123.0
2004-05-14 00:00:00,2.5,15.0,152.0,107.0
2004-05-14 01:00:00,2.1,11.1,112.0,104.0
2004-05-14 02:00:00,1.3,6.9,75.0,91.0
2004-05-14 03:00:00,1.0,5.1,74.5,89.0
2004-05-14 04:00:00,1.1,6.1,74.0,87.0
2004-05-14 05:00:00,1.2,6.5,116.0,102.0
2004-05-14 06:00:00,1.5,8.4,118.0,95.0
2004-05-14 07:00:00,3.7,22.8,272.0,140.0
2004-05-14 08:00:00,3.5,29.1,265.0,139.0
2004-05-14 09:00:00,3.3,13.6,258.0,138.0
2004-05-14 10:00:00,2.5,11.1,186.0,113.0
2004-05-14 11:00:00,1.9,10.0,130.0,101.0
2004-05-14 12:00:00,2.0,10.5,134.0,97.0
2004-05-14 13:00:00,2.5,13.0,148.0,114.0
2004-05-14 14:00:00,2.1,12.5,147.0,110.0
2004-05-14 15:00:00,2.1,11.4,123.0,103.0
2004-05-14 16:00:00,2.3,13.1,138.0,119.0
2004-05-14 17:00:00,3.0,14.9,162.0,126.0
2004-05-14 18:00:00,4.1,19.1,214.0,144.0
2004-05-14 19:00:00,4.5,21.8,230.0,164.0
2004-05-14 20:00:00,3.5,16.1,191.0,148.0
2004-05-14 21:00:00,2.1,11.6,128.0,119.0
2004-05-14 22:00:00,2.3,12.4,138.0,111.0
2004-05-14 23:00:00,1.9,10.4,126.0,115.0
2004-05-15 00:00:00,1.9,9.7,107.0,103.0
2004-05-15 01:00:00,1.2,5.7,67.0,81.0
2004-05-15 02:00:00,1.0,5.4,55.0,71.0
2004-05-15 03:00:00,1.1,5.6,51.5,64.5
2004-05-15 04:00:00,0.8,4.4,48.0,58.0
2004-05-15 05:00:00,0.5,2.8,33.0,44.0
2004-05-15 06:00:00,0.6,3.9,41.0,49.0
2004-05-15 07:00:00,1.4,9.1,106.0,68.0
2004-05-15 08:00:00,2.6,13.6,208.0,108.0
2004-05-15 09:00:00,2.8,15.8,193.0,117.0
2004-05-15 10:00:00,2.6,12.7,191.0,127.0
2004-05-15 11:00:00,1.6,8.6,113.0,93.0
2004-05-15 12:00:00,1.7,9.4,111.0,94.0
2004-05-15 13:00:00,1.7,9.2,106.0,87.0
2004-05-15 14:00:00,1.3,6.4,82.0,75.0
2004-05-15 15:00:00,1.4,8.3,79.0,81.0
2004-05-15 16:00:00,1.4,8.1,90.0,86.0
2004-05-15 17:00:00,1.7,8.5,104.0,97.0
2004-05-15 18:00:00,2.3,11.0,148.0,117.0
2004-05-15 19:00:00,2.5,12.1,158.0,120.0
2004-05-15 20:00:00,3.3,15.0,234.0,149.0
2004-05-15 21:00:00,2.2,10.2,163.0,124.0
2004-05-15 22:00:00,1.6,9.9,95.0,97.0
2004-05-15 23:00:00,2.6,12.0,146.0,112.0
2004-05-16 00:00:00,2.3,10.5,102.0,95.0
2004-05-16 01:00:00,1.5,7.1,90.0,88.0
2004-05-16 02:00:00,0.9,4.6,41.0,54.0
2004-05-16 03:00:00,0.8,4.2,35.5,48.5
2004-05-16 04:00:00,0.6000000000000001,2.6,30.0,43.0
2004-05-16 05:00:00,0.4,2.2,32.0,45.0
2004-05-16 06:00:00,0.4,2.0,34.0,47.0
2004-05-16 07:00:00,0.8,4.2,57.0,58.0
2004-05-16 08:00:00,0.9,5.2,73.0,69.0
2004-05-16 09:00:00,1.6,8.2,119.0,89.0
2004-05-16 10:00:00,2.0,9.8,138.0,105.0
2004-05-16 11:00:00,1.6,7.9,96.0,92.0
2004-05-16 12:00:00,1.4,7.7,80.0,82.0
2004-05-16 13:00:00,0.9,4.8,45.0,56.0
2004-05-16 14:00:00,0.9,5.3,45.0,60.0
2004-05-16 15:00:00,1.2,7.1,54.0,64.0
2004-05-16 16:00:00,1.4,9.2,66.0,85.0
2004-05-16 17:00:00,1.9,10.1,95.0,107.0
2004-05-16 18:00:00,1.8,9.9,99.0,106.0
2004-05-16 19:00:00,2.7,15.1,147.0,125.0
2004-05-16 20:00:00,2.4,10.6,129.0,118.0
2004-05-16 21:00:00,1.6,7.0,96.0,95.0
2004-05-16 22:00:00,1.4,5.9,92.0,97.0
2004-05-16 23:00:00,1.4,5.6,88.0,93.0
2004-05-17 00:00:00,1.4,5.4,89.0,85.0
2004-05-17 01:00:00,0.9,3.7,52.0,67.0
2004-05-17 02:00:00,0.5,1.8,25.0,37.0
2004-05-17 03:00:00,0.4,1.4,26.5,38.5
2004-05-17 04:00:00,0.45,1.4,28.0,40.0
2004-05-17 05:00:00,0.5,3.5,65.0,75.0
2004-05-17 06:00:00,1.3,7.0,132.0,102.0
2004-05-17 07:00:00,2.6,14.4,216.0,113.0
2004-05-17 08:00:00,2.0,8.9,180.0,142.0
2004-05-17 09:00:00,1.8,8.6,140.0,90.0
2004-05-17 10:00:00,1.7,8.5,141.0,94.0
2004-05-17 11:00:00,1.5,8.3,123.0,92.0
2004-05-17 12:00:00,1.9,10.1,129.0,97.0
2004-05-17 13:00:00,1.7,9.1,115.0,88.0
2004-05-17 14:00:00,1.5,8.5,104.0,86.0
2004-05-17 15:00:00,1.7,7.7,129.0,99.0
2004-05-17 16:00:00,1.7,9.0,138.0,95.0
2004-05-17 17:00:00,2.4,13.4,135.0,105.0
2004-05-17 18:00:00,3.1,15.6,163.0,121.0
2004-05-17 19:00:00,3.4,17.8,180.0,125.0
2004-05-17 20:00:00,3.0,12.7,170.0,122.0
2004-05-17 21:00:00,1.2,6.4,72.0,81.0
2004-05-17 22:00:00,1.2,7.1,69.0,73.0
2004-05-17 23:00:00,1.3,7.4,79.0,80.0
2004-05-18 00:00:00,1.0,5.2,53.0,65.0
2004-05-18 01:00:00,0.4,2.4,36.0,59.0
2004-05-18 02:00:00,0.3,2.0,30.0,50.0
2004-05-18 03:00:00,0.2,1.2,22.5,36.5
2004-05-18 04:00:00,0.35,1.5,15.0,23.0
2004-05-18 05:00:00,0.5,3.1,38.0,37.0
2004-05-18 06:00:00,0.9,6.3,68.0,54.0
2004-05-18 07:00:00,2.7,19.3,192.0,94.0
2004-05-18 08:00:00,6.5,38.9,346.0,139.0
2004-05-18 09:00:00,3.2,14.6,225.0,115.0
2004-05-18 10:00:00,2.4,12.3,199.0,119.0
2004-05-18 11:00:00,1.9,11.0,140.0,103.0
2004-05-18 12:00:00,2.7,15.4,162.0,123.0
2004-05-18 13:00:00,2.9,17.0,173.0,126.0
2004-05-18 14:00:00,2.0,12.5,121.0,106.0
2004-05-18 15:00:00,2.3,13.8,133.0,127.0
2004-05-18 16:00:00,1.9,10.1,96.0,105.0
2004-05-18 17:00:00,3.0,19.3,141.0,130.0
2004-05-18 18:00:00,4.4,22.7,221.0,160.0
2004-05-18 19:00:00,4.7,25.5,232.0,162.0
2004-05-18 20:00:00,3.4,15.8,174.0,135.0
2004-05-18 21:00:00,2.4,12.3,138.0,122.0
2004-05-18 22:00:00,1.2,8.7,65.0,75.0
2004-05-18 23:00:00,1.7,8.3,107.0,96.0
2004-05-19 00:00:00,1.2,7.7,70.0,84.0
2004-05-19 01:00:00,0.7,4.2,44.0,68.0
2004-05-19 02:00:00,0.5,3.0,41.0,65.0
2004-05-19 03:00:00,0.3,1.8,37.0,58.5
2004-05-19 04:00:00,0.3,2.2,33.0,52.0
2004-05-19 05:00:00,0.3,2.2,32.0,46.0
2004-05-19 06:00:00,0.7,5.7,46.0,54.0
2004-05-19 07:00:00,3.1,20.9,173.0,94.0
2004-05-19 08:00:00,6.2,36.7,320.0,155.0
2004-05-19 09:00:00,4.6,22.0,294.0,165.0
2004-05-19 10:00:00,2.6,13.4,182.0,134.0
2004-05-19 11:00:00,2.1,11.5,154.0,122.0
2004-05-19 12:00:00,2.0,13.4,118.0,113.0
2004-05-19 13:00:00,2.2,15.2,116.0,115.0
2004-05-19 14:00:00,2.1,13.0,121.0,118.0
2004-05-19 15:00:00,2.3,14.0,116.0,125.0
2004-05-19 16:00:00,2.5,15.5,144.0,135.0
2004-05-19 17:00:00,3.4,19.3,176.0,149.0
2004-05-19 18:00:00,4.3,21.9,214.0,162.0
2004-05-19 19:00:00,3.8,21.1,191.0,151.0
2004-05-19 20:00:00,3.8,18.4,205.0,154.0
2004-05-19 21:00:00,2.0,9.3,110.0,118.0
2004-05-19 22:00:00,1.7,9.0,95.0,103.0
2004-05-19 23:00:00,2.0,9.6,126.0,122.0
2004-05-20 00:00:00,1.5,8.2,90.0,102.0
2004-05-20 01:00:00,0.8,5.8,48.0,73.0
2004-05-20 02:00:00,0.5,3.1,38.0,59.0
2004-05-20 03:00:00,0.3,1.7,26.0,42.5
2004-05-20 04:00:00,0.3,1.6,14.0,26.0
2004-05-20 05:00:00,0.3,2.3,26.0,35.0
2004-05-20 06:00:00,0.9,6.6,83.0,68.0
2004-05-20 07:00:00,2.8,19.6,188.0,97.0
2004-05-20 08:00:00,5.4,32.9,253.0,146.0
2004-05-20 09:00:00,4.0,18.1,149.0,83.0
2004-05-20 10:00:00,2.2,12.4,155.0,117.0
2004-05-20 11:00:00,2.2,12.5,146.0,117.0
2004-05-20 12:00:00,2.0,12.0,121.0,108.0
2004-05-20 13:00:00,2.0,13.3,111.0,107.0
2004-05-20 14:00:00,1.9,12.3,116.0,120.0
2004-05-20 15:00:00,2.7,16.0,167.0,150.0
2004-05-20 16:00:00,2.2,13.7,145.0,138.0
2004-05-20 17:00:00,3.5,21.7,192.0,148.0
2004-05-20 18:00:00,4.1,23.7,231.0,168.0
2004-05-20 19:00:00,4.4,22.1,248.0,172.0
2004-05-20 20:00:00,4.5,20.6,267.0,179.0
2004-05-20 21:00:00,2.9,13.4,181.0,143.0
2004-05-20 22:00:00,2.6,12.8,163.0,137.0
2004-05-20 23:00:00,2.1,12.3,141.0,117.0
2004-05-21 00:00:00,1.2,6.8,78.0,93.0
2004-05-21 01:00:00,0.6,3.8,42.0,64.0
2004-05-21 02:00:00,0.3,2.5,35.0,58.0
2004-05-21 03:00:00,0.3,2.7,34.0,52.5
2004-05-21 04:00:00,0.3,2.8,33.0,47.0
2004-05-21 05:00:00,0.3,2.6,38.0,47.0
2004-05-21 06:00:00,0.7,7.0,65.0,62.0
2004-05-21 07:00:00,4.2,26.2,296.0,113.0
2004-05-21 08:00:00,4.8,28.2,303.0,126.0
2004-05-21 09:00:00,3.4,20.2,244.0,139.0
2004-05-21 10:00:00,2.8,17.1,216.0,148.0
2004-05-21 11:00:00,1.8,11.2,137.0,117.0
2004-05-21 12:00:00,1.9,11.6,120.0,106.0
2004-05-21 13:00:00,2.0,13.2,100.0,98.0
2004-05-21 14:00:00,1.9,12.7,103.0,98.0
2004-05-21 15:00:00,2.0,13.0,123.0,110.0
2004-05-21 16:00:00,2.3,13.5,136.0,114.0
2004-05-21 17:00:00,2.7,10.2,158.0,122.0
2004-05-21 18:00:00,3.6,20.1,216.0,155.0
2004-05-21 19:00:00,3.8,19.1,211.0,145.0
2004-05-21 20:00:00,3.5,17.5,202.0,146.0
2004-05-21 21:00:00,2.5,13.8,147.0,130.0
2004-05-21 22:00:00,2.5,13.3,160.0,126.0
2004-05-21 23:00:00,3.0,14.8,162.0,127.0
2004-05-22 00:00:00,3.7,18.0,194.0,126.0
2004-05-22 01:00:00,3.3,16.0,167.0,124.0
2004-05-22 02:00:00,1.5,9.7,91.0,93.0
2004-05-22 03:00:00,0.7,6.2,66.5,75.5
2004-05-22 04:00:00,0.6,4.0,42.0,58.0
2004-05-22 05:00:00,0.5,3.6,50.0,59.0
2004-05-22 06:00:00,0.5,4.6,61.0,66.0
2004-05-22 07:00:00,1.2,9.2,107.0,80.0
2004-05-22 08:00:00,2.2,14.6,139.0,94.0
2004-05-22 09:00:00,2.2,11.7,165.0,102.0
2004-05-22 10:00:00,2.1,11.0,139.0,96.0
2004-05-22 11:00:00,1.8,11.6,113.0,91.0
2004-05-22 12:00:00,2.2,12.9,138.0,104.0
2004-05-22 13:00:00,2.0,12.6,104.0,84.0
2004-05-22 14:00:00,1.4,8.3,78.0,76.0
2004-05-22 15:00:00,1.8,10.5,97.0,87.0
2004-05-22 16:00:00,2.1,11.7,115.0,101.0
2004-05-22 17:00:00,2.8,15.8,152.0,115.0
2004-05-22 18:00:00,2.8,13.9,157.0,110.0
2004-05-22 19:00:00,2.7,15.7,132.0,103.0
2004-05-22 20:00:00,1.8,10.9,98.0,90.0
2004-05-22 21:00:00,1.2,6.4,65.0,68.0
2004-05-22 22:00:00,2.6,12.7,101.0,85.0
2004-05-22 23:00:00,3.1,15.3,134.0,100.0
2004-05-23 00:00:00,4.1,20.5,177.0,114.0
2004-05-23 01:00:00,3.6,15.9,179.0,108.0
2004-05-23 02:00:00,1.9,10.4,105.0,78.0
2004-05-23 03:00:00,1.9,12.6,77.0,66.5
2004-05-23 04:00:00,1.1,4.9,49.0,55.0
2004-05-23 05:00:00,0.3,2.1,27.0,37.0
2004-05-23 06:00:00,0.4,2.2,41.0,53.0
2004-05-23 07:00:00,0.8,4.0,78.0,79.0
2004-05-23 08:00:00,0.8,4.3,68.0,65.0
2004-05-23 09:00:00,0.8,3.8,64.0,64.0
2004-05-23 10:00:00,0.8,4.1,67.0,66.0
2004-05-23 11:00:00,0.9,4.5,54.0,53.0
2004-05-23 12:00:00,1.2,5.3,67.0,69.0
2004-05-23 13:00:00,1.0,4.2,51.0,57.0
2004-05-23 14:00:00,0.8,3.3,28.0,36.0
2004-05-23 15:00:00,1.1,4.9,51.0,57.0
2004-05-23 16:00:00,1.5,6.1,77.0,73.0
2004-05-23 17:00:00,1.5,6.9,93.0,81.0
2004-05-23 18:00:00,1.4,6.8,94.0,91.0
2004-05-23 19:00:00,1.1,5.8,69.0,65.0
2004-05-23 20:00:00,0.9,5.5,57.0,56.0
2004-05-23 21:00:00,1.0,6.1,74.0,69.0
2004-05-23 22:00:00,1.1,6.0,75.0,73.0
2004-05-23 23:00:00,1.0,4.2,73.0,76.0
2004-05-24 00:00:00,0.7,4.1,56.0,67.0
2004-05-24 01:00:00,0.5,2.4,31.0,44.0
2004-05-24 02:00:00,0.2,1.0,13.0,21.0
2004-05-24 03:00:00,0.1666666666666666,0.6,13.5,20.0
2004-05-24 04:00:00,0.1333333333333333,0.5,14.0,19.0
2004-05-24 05:00:00,0.1,0.7,23.0,29.0
2004-05-24 06:00:00,0.5,2.8,72.0,69.0
2004-05-24 07:00:00,1.6,7.8,165.0,111.0
2004-05-24 08:00:00,2.0,9.7,118.0,81.0
2004-05-24 09:00:00,1.3,6.9,85.0,56.0
2004-05-24 10:00:00,1.0,5.8,116.0,90.0
2004-05-24 11:00:00,0.9,5.5,112.0,85.0
2004-05-24 12:00:00,1.2,6.8,100.0,83.0
2004-05-24 13:00:00,1.3,7.2,109.0,85.0
2004-05-24 14:00:00,1.1,6.9,111.0,85.0
2004-05-24 15:00:00,1.2,7.5,109.0,81.0
2004-05-24 16:00:00,1.4,7.7,114.0,92.0
2004-05-24 17:00:00,2.0,12.0,139.0,108.0
2004-05-24 18:00:00,2.4,13.5,157.0,106.0
2004-05-24 19:00:00,2.1,12.0,147.0,114.0
2004-05-24 20:00:00,1.2,6.7,102.0,96.0
2004-05-24 21:00:00,0.7,4.8,73.0,77.0
2004-05-24 22:00:00,0.7,4.8,65.0,73.0
2004-05-24 23:00:00,0.8,5.0,76.0,86.0
2004-05-25 00:00:00,0.5,4.3,65.0,84.0
2004-05-25 01:00:00,0.2,2.7,41.0,56.0
2004-05-25 02:00:00,0.175,0.9,17.0,31.0
2004-05-25 03:00:00,0.15,1.2,18.0,30.5
2004-05-25 04:00:00,0.125,0.9,19.0,30.0
2004-05-25 05:00:00,0.1,1.7,45.0,51.0
2004-05-25 06:00:00,0.2,2.6,40.0,45.0
2004-05-25 07:00:00,1.1,8.8,101.0,82.0
2004-05-25 08:00:00,3.0,22.2,183.0,100.0
2004-05-25 09:00:00,2.1,15.3,149.0,91.0
2004-05-25 10:00:00,2.6,14.0,207.0,130.0
2004-05-25 11:00:00,3.2,18.5,289.0,155.0
2004-05-25 12:00:00,2.1,13.5,159.0,114.0
2004-05-25 13:00:00,2.2,15.8,162.0,127.0
2004-05-25 14:00:00,2.4,18.5,173.0,138.0
2004-05-25 15:00:00,2.484210526315789,12.6,173.75,137.9
2004-05-25 16:00:00,2.568421052631579,12.0,174.5,137.8
2004-05-25 17:00:00,2.652631578947368,15.4,175.25,137.7
2004-05-25 18:00:00,2.736842105263158,24.9,176.0,137.6
2004-05-25 19:00:00,2.8210526315789473,25.92,176.75,137.5
2004-05-25 20:00:00,2.905263157894737,26.94,177.5,137.4
2004-05-25 21:00:00,2.905263157894737,27.96,177.5,137.4
2004-05-25 22:00:00,2.905263157894737,28.98,177.5,137.4
2004-05-25 23:00:00,2.905263157894737,30.0,177.5,137.4
2004-05-26 00:00:00,2.905263157894737,31.02,177.5,137.4
2004-05-26 01:00:00,2.905263157894737,31.02,177.5,137.4
2004-05-26 02:00:00,2.905263157894737,31.02,177.5,137.4
2004-05-26 03:00:00,3.4947368421052634,34.08,177.5,137.4
2004-05-26 04:00:00,3.578947368421052,35.1,183.5,136.6
2004-05-26 05:00:00,3.663157894736842,36.120000000000005,184.25,136.5
2004-05-26 06:00:00,3.747368421052632,37.14,185.0,136.4
2004-05-26 07:00:00,3.831578947368421,38.16,185.75,136.3
2004-05-26 08:00:00,3.9157894736842103,39.18,186.5,136.2
2004-05-26 09:00:00,4.0,40.2,187.25,136.1
2004-05-26 10:00:00,2.2,14.9,188.0,136.0
2004-05-26 11:00:00,1.8,13.8,159.0,135.0
2004-05-26 12:00:00,1.6,12.3,146.0,115.0
2004-05-26 13:00:00,1.8,14.0,127.0,112.0
2004-05-26 14:00:00,1.6,11.8,128.0,112.0
2004-05-26 15:00:00,1.6,12.0,120.0,109.0
2004-05-26 16:00:00,1.3,9.7,115.0,112.0
2004-05-26 17:00:00,1.3085106382978724,18.0,115.38297872340424,112.06382978723404
2004-05-26 18:00:00,1.3170212765957447,22.6,115.76595744680851,112.12765957446808
2004-05-26 19:00:00,1.325531914893617,22.7,116.14893617021276,112.19148936170212
2004-05-26 20:00:00,1.3340425531914897,20.3,116.53191489361704,112.25531914893617
2004-05-26 21:00:00,1.3425531914893618,13.1,116.91489361702128,112.3191489361702
2004-05-26 22:00:00,1.3510638297872342,10.9,117.29787234042551,112.38297872340424
2004-05-26 23:00:00,1.3510638297872342,13.3,117.29787234042551,112.38297872340424
2004-05-27 00:00:00,1.3510638297872342,9.5,117.29787234042551,112.38297872340424
2004-05-27 01:00:00,1.3510638297872342,6.6,117.29787234042551,112.38297872340424
2004-05-27 02:00:00,1.3510638297872342,3.6,117.29787234042551,112.38297872340424
2004-05-27 03:00:00,1.3510638297872342,2.3,117.29787234042551,112.38297872340424
2004-05-27 04:00:00,1.3510638297872342,2.0,117.29787234042551,112.38297872340424
2004-05-27 05:00:00,1.3510638297872342,4.1,117.29787234042551,112.38297872340424
2004-05-27 06:00:00,1.3510638297872342,6.5,117.29787234042551,112.38297872340424
2004-05-27 07:00:00,1.3510638297872342,24.8,117.29787234042551,112.38297872340424
2004-05-27 08:00:00,1.3510638297872342,34.4,117.29787234042551,112.38297872340424
2004-05-27 09:00:00,1.3510638297872342,24.5,117.29787234042551,112.38297872340424
2004-05-27 10:00:00,1.3510638297872342,9.0,117.29787234042551,112.38297872340424
2004-05-27 11:00:00,1.3510638297872342,8.4,117.29787234042551,112.38297872340424
2004-05-27 12:00:00,1.3510638297872342,11.5,117.29787234042551,112.38297872340424
2004-05-27 13:00:00,1.3510638297872342,12.1,117.29787234042551,112.38297872340424
2004-05-27 14:00:00,1.3510638297872342,10.1,117.29787234042551,112.38297872340424
2004-05-27 15:00:00,1.3510638297872342,11.9,117.29787234042551,112.38297872340424
2004-05-27 16:00:00,1.3510638297872342,11.3,117.29787234042551,112.38297872340424
2004-05-27 17:00:00,1.3510638297872342,20.2,117.29787234042551,112.38297872340424
2004-05-27 18:00:00,1.3510638297872342,24.8,117.29787234042551,112.38297872340424
2004-05-27 19:00:00,1.3510638297872342,20.3,117.29787234042551,112.38297872340424
2004-05-27 20:00:00,1.3510638297872342,16.2,117.29787234042551,112.38297872340424
2004-05-27 21:00:00,1.3510638297872342,13.3,117.29787234042551,112.38297872340424
2004-05-27 22:00:00,1.3510638297872342,10.3,117.29787234042551,112.38297872340424
2004-05-27 23:00:00,1.3510638297872342,9.6,117.29787234042551,112.38297872340424
2004-05-28 00:00:00,1.3510638297872342,7.8,117.29787234042551,112.38297872340424
2004-05-28 01:00:00,1.3510638297872342,6.1,117.29787234042551,112.38297872340424
2004-05-28 02:00:00,1.3510638297872342,6.2,117.29787234042551,112.38297872340424
2004-05-28 03:00:00,1.3510638297872342,3.8,117.29787234042551,112.38297872340424
2004-05-28 04:00:00,1.3510638297872342,2.8,117.29787234042551,112.38297872340424
2004-05-28 05:00:00,1.3510638297872342,3.4,117.29787234042551,112.38297872340424
2004-05-28 06:00:00,1.3510638297872342,8.2,117.29787234042551,112.38297872340424
2004-05-28 07:00:00,1.3510638297872342,19.2,117.29787234042551,112.38297872340424
2004-05-28 08:00:00,1.3510638297872342,22.6,117.29787234042551,112.38297872340424
2004-05-28 09:00:00,1.648936170212766,19.4,130.70212765957447,114.61702127659576
2004-05-28 10:00:00,1.6574468085106382,9.6,131.08510638297872,114.6808510638298
2004-05-28 11:00:00,1.6659574468085103,9.8,131.46808510638297,114.74468085106383
2004-05-28 12:00:00,1.674468085106383,14.4,131.85106382978722,114.80851063829788
2004-05-28 13:00:00,1.6829787234042553,12.1,132.2340425531915,114.87234042553192
2004-05-28 14:00:00,1.6914893617021276,13.5,132.61702127659575,114.93617021276596
2004-05-28 15:00:00,1.7,12.3,133.0,115.0
2004-05-28 16:00:00,1.7,12.2,131.0,117.0
2004-05-28 17:00:00,2.1,12.5,133.0,105.0
2004-05-28 18:00:00,2.2,13.9,141.0,114.0
2004-05-28 19:00:00,1.8,11.4,112.0,103.0
2004-05-28 20:00:00,1.8,10.4,147.0,119.0
2004-05-28 21:00:00,0.9,7.0,104.0,102.0
2004-05-28 22:00:00,1.0,7.0,97.0,96.0
2004-05-28 23:00:00,2.0,11.3,128.0,109.0
2004-05-29 00:00:00,1.8,9.2,138.0,119.0
2004-05-29 01:00:00,1.1,6.8,93.0,103.0
2004-05-29 02:00:00,0.6,5.1,71.0,84.0
2004-05-29 03:00:00,0.3,3.4,57.5,71.5
2004-05-29 04:00:00,0.2333333333333333,4.3,44.0,59.0
2004-05-29 05:00:00,0.1666666666666666,1.5,18.0,29.0
2004-05-29 06:00:00,0.1,2.0,41.0,45.0
2004-05-29 07:00:00,0.5,4.0,84.0,80.0
2004-05-29 08:00:00,0.6,4.0,77.0,77.0
2004-05-29 09:00:00,0.5,4.0,73.0,68.0
2004-05-29 10:00:00,0.7,4.2,72.0,66.0
2004-05-29 11:00:00,0.7,4.5,77.0,70.0
2004-05-29 12:00:00,0.9,6.0,82.0,74.0
2004-05-29 13:00:00,0.7,4.8,67.0,64.0
2004-05-29 14:00:00,0.4,3.8,59.0,60.0
2004-05-29 15:00:00,0.5,4.2,61.0,63.0
2004-05-29 16:00:00,0.6,5.1,76.0,75.0
2004-05-29 17:00:00,0.6,5.6,73.0,79.0
2004-05-29 18:00:00,0.8,5.8,87.0,83.0
2004-05-29 19:00:00,1.0,7.0,98.0,93.0
2004-05-29 20:00:00,1.2,7.9,123.0,112.0
2004-05-29 21:00:00,1.0,6.5,102.0,103.0
2004-05-29 22:00:00,1.3,8.5,102.0,93.0
2004-05-29 23:00:00,2.7,13.7,142.0,112.0
2004-05-30 00:00:00,2.7,13.8,148.0,125.0
2004-05-30 01:00:00,1.6,9.1,107.0,107.0
2004-05-30 02:00:00,0.6,6.5,61.0,76.0
2004-05-30 03:00:00,0.3,6.2,52.0,65.5
2004-05-30 04:00:00,0.2,5.2,43.0,55.0
2004-05-30 05:00:00,0.1,3.1,25.0,37.0
2004-05-30 06:00:00,0.1,2.9,32.0,45.0
2004-05-30 07:00:00,0.2,3.6,48.0,61.0
2004-05-30 08:00:00,0.3,2.7,60.0,67.0
2004-05-30 09:00:00,0.3,3.0,52.0,60.0
2004-05-30 10:00:00,0.4,3.7,58.0,64.0
2004-05-30 11:00:00,0.3,3.8,54.0,64.0
2004-05-30 12:00:00,0.3,4.2,52.0,59.0
2004-05-30 13:00:00,0.1,2.6,34.0,41.0
2004-05-30 14:00:00,0.1,2.8,41.0,46.0
2004-05-30 15:00:00,0.2,4.2,41.0,46.0
2004-05-30 16:00:00,0.6,6.2,65.0,77.0
2004-05-30 17:00:00,0.5,5.2,65.0,83.0
2004-05-30 18:00:00,0.9,7.7,84.0,90.0
2004-05-30 19:00:00,1.1,8.8,89.0,95.0
2004-05-30 20:00:00,1.3,10.1,114.0,113.0
2004-05-30 21:00:00,1.5,9.8,127.0,128.0
2004-05-30 22:00:00,1.2,8.4,117.0,117.0
2004-05-30 23:00:00,0.4,5.4,46.0,64.0
2004-05-31 00:00:00,0.2,4.3,16.0,28.0
2004-05-31 01:00:00,0.3,4.8,27.0,46.0
2004-05-31 02:00:00,0.3399999999999999,2.1,4.0,8.0
2004-05-31 03:00:00,0.38,1.4,11.5,20.0
2004-05-31 04:00:00,0.42,1.3,19.0,32.0
2004-05-31 05:00:00,0.4599999999999999,2.3,48.0,57.0
2004-05-31 06:00:00,0.5,6.5,82.0,60.0
2004-05-31 07:00:00,1.6,14.2,167.0,83.0
2004-05-31 08:00:00,3.6,22.7,248.0,129.0
2004-05-31 09:00:00,2.2,16.3,213.0,137.0
2004-05-31 10:00:00,1.6,14.1,161.0,121.0
