DateTime,NO2(GT),PT08.S4(NO2),T,RH,AH,IsolationForest_Anomaly,LOF_Anomaly,Consensus_Anomaly,Hour,DayOfWeek,Month,IsWeekend,Season,Pollution_Spike
2004-05-08 14:00:00,42.16363636363637,1432.0,16.3,55.3,1.0146,False,False,False,14,5,5,True,2,False
2004-05-08 15:00:00,42.16363636363637,1489.0,20.0,40.4,0.9354,False,True,True,15,5,5,True,2,False
2004-05-08 16:00:00,42.16363636363637,1375.0,19.8,35.4,0.8099,False,True,True,16,5,5,True,2,False
2004-05-08 17:00:00,42.16363636363637,1408.0,19.8,33.6,0.767,False,True,True,17,5,5,True,2,False
2004-05-08 18:00:00,42.16363636363637,1502.0,17.8,38.5,0.7763,False,True,True,18,5,5,True,2,False
2004-05-08 19:00:00,42.16363636363637,1829.0,16.7,44.6,0.8393,False,True,True,19,5,5,True,2,False
2004-05-08 20:00:00,42.16363636363637,1802.0,15.1,51.8,0.8816,False,True,True,20,5,5,True,2,False
2004-05-08 21:00:00,42.16363636363637,1603.0,14.1,56.2,0.9028,False,False,False,21,5,5,True,2,False
2004-05-08 22:00:00,42.16363636363637,1573.0,13.8,58.3,0.9147,False,False,False,22,5,5,True,2,False
2004-05-08 23:00:00,42.16363636363637,1457.0,13.7,59.7,0.9285,False,False,False,23,5,5,True,2,False
2004-05-09 00:00:00,42.16363636363637,1519.0,13.7,60.3,0.9405,False,False,False,0,6,5,True,2,False
2004-05-09 01:00:00,42.16363636363637,1575.0,12.7,64.9,0.9506,False,False,False,1,6,5,True,2,False
2004-05-09 02:00:00,42.16363636363637,1601.0,12.6,65.4,0.9529,False,False,False,2,6,5,True,2,False
2004-05-09 03:00:00,42.16363636363637,1619.0,12.1,68.6,0.964,False,False,False,3,6,5,True,2,False
2004-05-09 04:00:00,42.16363636363637,1605.0,12.3,68.0,0.9722,False,False,False,4,6,5,True,2,False
2004-05-09 05:00:00,42.16363636363637,1558.0,11.9,71.1,0.9899,False,False,False,5,6,5,True,2,False
2004-05-09 06:00:00,42.16363636363637,1460.0,11.3,73.8,0.9848,False,False,False,6,6,5,True,2,False
2004-05-09 07:00:00,42.16363636363637,1414.0,13.1,62.6,0.9419,False,False,False,7,6,5,True,2,False
2004-05-09 08:00:00,42.16363636363637,1303.0,16.8,46.8,0.8881,False,False,False,8,6,5,True,2,False
2004-05-09 09:00:00,42.16363636363637,1434.0,17.9,44.8,0.9104,False,False,False,9,6,5,True,2,False
2004-05-09 10:00:00,42.16363636363637,1450.0,17.8,49.5,0.9986,False,False,False,10,6,5,True,2,False
2004-05-09 11:00:00,42.16363636363637,1476.0,18.8,46.4,0.9968,False,False,False,11,6,5,True,2,False
2004-05-09 12:00:00,42.16363636363637,1502.0,19.3,44.0,0.9783,False,False,False,12,6,5,True,2,False
2004-05-09 13:00:00,42.16363636363637,1492.0,14.7,68.4,1.1405,False,False,False,13,6,5,True,2,False
2004-05-09 14:00:00,42.16363636363637,1521.0,15.6,65.8,1.1577,False,False,False,14,6,5,True,2,False
2004-05-09 15:00:00,42.16363636363637,1595.0,17.7,54.0,1.0826,False,True,True,15,6,5,True,2,False
2004-05-09 16:00:00,42.16363636363637,1420.0,17.8,46.7,0.9466,False,False,False,16,6,5,True,2,False
2004-05-09 17:00:00,42.16363636363637,1446.0,17.8,44.4,0.8967,False,False,False,17,6,5,True,2,False
2004-05-09 18:00:00,42.16363636363637,1465.0,17.8,44.3,0.8929,False,False,False,18,6,5,True,2,False
2004-05-09 19:00:00,42.16363636363637,1614.0,16.4,47.8,0.8851,False,False,False,19,6,5,True,2,False
2004-05-09 20:00:00,42.16363636363637,1625.0,15.6,51.6,0.9063,False,True,True,20,6,5,True,2,False
2004-05-09 21:00:00,42.16363636363637,1570.0,14.9,55.0,0.9228,False,False,False,21,6,5,True,2,False
2004-05-09 22:00:00,42.16363636363637,1606.0,13.8,59.8,0.9398,False,False,False,22,6,5,True,2,False
2004-05-09 23:00:00,42.16363636363637,1600.0,13.8,62.1,0.9721,False,False,False,23,6,5,True,2,False
2004-05-10 00:00:00,42.16363636363637,1501.0,13.9,61.1,0.9656,False,False,False,0,0,5,False,2,False
2004-05-10 01:00:00,42.16363636363637,1375.0,14.9,57.6,0.9684,False,False,False,1,0,5,False,2,False
2004-05-10 02:00:00,42.16363636363637,1344.0,14.4,60.1,0.9797,False,False,False,2,0,5,False,2,False
2004-05-10 03:00:00,107.83636363636364,1318.0,13.8,63.2,0.9952,False,False,False,3,0,5,False,2,False
2004-05-10 04:00:00,109.36363636363636,1357.0,14.2,62.9,1.0136,False,False,False,4,0,5,False,2,False
2004-05-10 05:00:00,110.89090909090908,1385.0,14.0,63.8,1.0167,False,False,False,5,0,5,False,2,False
2004-05-10 06:00:00,112.41818181818182,1705.0,13.4,67.4,1.0292,False,False,False,6,0,5,False,2,False
2004-05-10 07:00:00,113.94545454545457,2459.0,14.7,62.3,1.0351,False,False,False,7,0,5,False,2,False
2004-05-10 08:00:00,115.47272727272728,2617.0,16.0,57.3,1.0342,False,False,False,8,0,5,False,2,False
2004-05-10 09:00:00,117.0,2051.0,17.8,51.1,1.0362,False,False,False,9,0,5,False,2,False
2004-05-10 10:00:00,107.0,1808.0,20.0,45.0,1.0379,False,False,False,10,0,5,False,2,False
2004-05-10 11:00:00,95.0,1748.0,20.3,44.1,1.0392,False,False,False,11,0,5,False,2,False
2004-05-10 12:00:00,93.0,1797.0,20.7,42.4,1.0248,False,False,False,12,0,5,False,2,False
2004-05-10 13:00:00,104.0,1758.0,20.8,40.6,0.9888,False,False,False,13,0,5,False,2,False
2004-05-10 14:00:00,102.0,1767.0,21.5,39.7,1.0042,False,False,False,14,0,5,False,2,False
2004-05-10 15:00:00,109.0,1731.0,25.0,30.1,0.9394,False,False,False,15,0,5,False,2,False
2004-05-10 16:00:00,97.0,1716.0,25.2,29.7,0.9371,False,False,False,16,0,5,False,2,False
2004-05-10 17:00:00,104.0,1824.0,23.4,32.0,0.91,False,False,False,17,0,5,False,2,False
2004-05-10 18:00:00,124.0,1961.0,21.0,37.8,0.9298,False,False,False,18,0,5,False,2,False
2004-05-10 19:00:00,135.0,2050.0,19.2,45.7,1.0084,False,False,False,19,0,5,False,2,False
2004-05-10 20:00:00,122.0,1824.0,17.7,50.9,1.0232,False,False,False,20,0,5,False,2,False
2004-05-10 21:00:00,109.0,1703.0,16.8,53.6,1.0167,False,False,False,21,0,5,False,2,False
2004-05-10 22:00:00,95.0,1621.0,15.8,56.2,1.0033,False,False,False,22,0,5,False,2,False
2004-05-10 23:00:00,86.0,1521.0,16.0,56.5,1.0166,False,False,False,23,0,5,False,2,False
2004-05-11 00:00:00,78.0,1518.0,14.2,64.1,1.0346,False,False,False,0,1,5,False,2,False
2004-05-11 01:00:00,53.0,1362.0,15.0,59.8,1.0142,False,False,False,1,1,5,False,2,False
2004-05-11 02:00:00,43.0,1317.0,14.3,61.9,1.0031,False,False,False,2,1,5,False,2,False
2004-05-11 03:00:00,48.0,1320.0,12.8,66.0,0.969,False,False,False,3,1,5,False,2,False
2004-05-11 04:00:00,53.0,1335.0,11.4,70.5,0.9484,False,False,False,4,1,5,False,2,False
2004-05-11 05:00:00,48.0,1405.0,12.0,68.0,0.9547,False,False,False,5,1,5,False,2,False
2004-05-11 06:00:00,64.0,1606.0,11.3,70.4,0.9443,False,False,False,6,1,5,False,2,False
2004-05-11 07:00:00,95.0,2301.0,12.7,65.6,0.962,False,False,False,7,1,5,False,2,False
2004-05-11 08:00:00,120.0,2423.0,14.5,59.8,0.9795,False,False,False,8,1,5,False,2,False
2004-05-11 09:00:00,153.0,2182.0,17.5,49.8,0.9877,False,False,False,9,1,5,False,2,False
2004-05-11 10:00:00,163.0,2032.0,21.9,35.2,0.9128,False,False,False,10,1,5,False,2,False
2004-05-11 11:00:00,119.0,1891.0,23.5,29.5,0.8435,False,False,False,11,1,5,False,2,False
2004-05-11 12:00:00,96.0,1735.0,24.3,29.8,0.8926,False,False,False,12,1,5,False,2,False
2004-05-11 13:00:00,94.0,1728.0,23.8,31.7,0.9212,False,False,False,13,1,5,False,2,False
2004-05-11 14:00:00,86.0,1643.0,24.2,31.2,0.9257,False,False,False,14,1,5,False,2,False
2004-05-11 15:00:00,91.0,1664.0,26.5,27.2,0.9282,False,False,False,15,1,5,False,2,False
2004-05-11 16:00:00,97.0,1675.0,25.7,28.4,0.9248,False,False,False,16,1,5,False,2,False
2004-05-11 17:00:00,125.0,1923.0,26.3,27.5,0.9306,False,False,False,17,1,5,False,2,False
2004-05-11 18:00:00,140.0,2233.0,24.4,31.6,0.9545,False,False,False,18,1,5,False,2,False
2004-05-11 19:00:00,158.0,2345.0,23.1,35.3,0.9845,False,False,False,19,1,5,False,2,False
2004-05-11 20:00:00,159.0,2120.0,21.1,40.2,0.997,False,False,False,20,1,5,False,2,False
2004-05-11 21:00:00,128.0,1941.0,19.2,52.3,1.1516,False,False,False,21,1,5,False,2,False
2004-05-11 22:00:00,114.0,1840.0,18.1,58.7,1.2072,False,False,False,22,1,5,False,2,False
2004-05-11 23:00:00,100.0,1766.0,17.3,58.8,1.1494,False,False,False,23,1,5,False,2,False
2004-05-12 00:00:00,88.0,1619.0,16.9,58.8,1.125,False,False,False,0,2,5,False,2,False
2004-05-12 01:00:00,67.0,1518.0,17.6,57.6,1.1484,False,False,False,1,2,5,False,2,False
2004-05-12 02:00:00,65.0,1511.0,15.6,63.9,1.1287,False,False,False,2,2,5,False,2,False
2004-05-12 03:00:00,56.0,1468.0,14.9,65.7,1.1073,False,False,False,3,2,5,False,2,False
2004-05-12 04:00:00,47.0,1403.0,15.6,62.2,1.0961,False,False,False,4,2,5,False,2,False
2004-05-12 05:00:00,57.0,1517.0,14.0,68.3,1.0884,False,False,False,5,2,5,False,2,False
2004-05-12 06:00:00,73.0,1705.0,14.5,65.7,1.0804,False,True,True,6,2,5,False,2,False
2004-05-12 07:00:00,95.0,2163.0,15.5,62.2,1.0875,False,False,False,7,2,5,False,2,False
2004-05-12 08:00:00,110.0,2667.0,17.0,56.8,1.0909,False,False,False,8,2,5,False,2,False
2004-05-12 09:00:00,121.0,2281.0,18.8,52.4,1.1285,False,False,False,9,2,5,False,2,False
2004-05-12 10:00:00,108.0,2140.0,19.7,51.9,1.1796,False,False,False,10,2,5,False,2,False
2004-05-12 11:00:00,125.0,1964.0,20.9,44.6,1.0872,False,False,False,11,2,5,False,2,False
2004-05-12 12:00:00,117.0,2138.0,21.9,43.3,1.1265,False,False,False,12,2,5,False,2,False
2004-05-12 13:00:00,131.0,2413.0,20.4,55.7,1.3205,False,False,False,13,2,5,False,2,False
2004-05-12 14:00:00,126.0,1894.0,17.4,67.0,1.325,False,False,False,14,2,5,False,2,False
2004-05-12 15:00:00,114.0,1797.0,17.1,64.0,1.2413,False,False,False,15,2,5,False,2,False
2004-05-12 16:00:00,123.0,1806.0,17.3,61.1,1.1957,False,False,False,16,2,5,False,2,False
2004-05-12 17:00:00,116.0,1797.0,17.7,56.3,1.13,False,False,False,17,2,5,False,2,False
2004-05-12 18:00:00,107.0,1709.0,17.4,48.6,0.9559,False,False,False,18,2,5,False,2,False
2004-05-12 19:00:00,123.0,1767.0,17.6,43.7,0.8698,False,False,False,19,2,5,False,2,False
2004-05-12 20:00:00,112.0,1570.0,16.7,47.2,0.892,False,False,False,20,2,5,False,2,False
2004-05-12 21:00:00,101.0,1452.0,16.8,45.6,0.8636,False,False,False,21,2,5,False,2,False
2004-05-12 22:00:00,91.0,1425.0,16.1,52.0,0.946,False,False,False,22,2,5,False,2,False
2004-05-12 23:00:00,88.0,1462.0,15.5,57.1,0.996,False,False,False,23,2,5,False,2,False
2004-05-13 00:00:00,96.0,1455.0,16.2,50.2,0.9156,False,False,False,0,3,5,False,2,False
2004-05-13 01:00:00,75.0,1405.0,16.4,50.5,0.938,False,False,False,1,3,5,False,2,False
2004-05-13 02:00:00,47.0,1316.0,16.2,52.8,0.9626,False,False,False,2,3,5,False,2,False
2004-05-13 03:00:00,36.0,1272.0,16.0,53.7,0.9723,False,False,False,3,3,5,False,2,False
2004-05-13 04:00:00,25.0,1252.0,16.2,53.0,0.9672,False,False,False,4,3,5,False,2,False
2004-05-13 05:00:00,49.0,1317.0,16.2,53.7,0.9799,False,False,False,5,3,5,False,2,False
2004-05-13 06:00:00,85.0,1459.0,15.9,55.3,0.991,False,False,False,6,3,5,False,2,False
2004-05-13 07:00:00,106.0,1652.0,16.2,55.6,1.0151,False,False,False,7,3,5,False,2,False
2004-05-13 08:00:00,136.0,1984.0,16.0,59.3,1.0711,False,False,False,8,3,5,False,2,False
2004-05-13 09:00:00,119.0,1663.0,16.6,55.6,1.042,False,False,False,9,3,5,False,2,False
2004-05-13 10:00:00,122.0,1714.0,17.4,51.8,1.022,False,False,False,10,3,5,False,2,False
2004-05-13 11:00:00,90.0,1554.0,17.6,49.7,0.9944,False,False,False,11,3,5,False,2,False
2004-05-13 12:00:00,97.0,1608.0,17.2,52.8,1.0236,False,False,False,12,3,5,False,2,False
2004-05-13 13:00:00,98.0,1736.0,18.2,49.6,1.0268,False,False,False,13,3,5,False,2,False
2004-05-13 14:00:00,93.0,1576.0,19.5,45.0,1.0114,False,False,False,14,3,5,False,2,False
2004-05-13 15:00:00,98.0,1626.0,19.5,45.5,1.0189,False,False,False,15,3,5,False,2,False
2004-05-13 16:00:00,123.0,1910.0,19.8,44.3,1.0104,False,False,False,16,3,5,False,2,False
2004-05-13 17:00:00,148.0,2092.0,20.3,43.1,1.0114,False,False,False,17,3,5,False,2,False
2004-05-13 18:00:00,148.0,2036.0,20.3,44.4,1.0457,False,False,False,18,3,5,False,2,False
2004-05-13 19:00:00,133.0,2076.0,19.8,47.9,1.092,False,False,False,19,3,5,False,2,False
2004-05-13 20:00:00,141.0,2102.0,19.1,52.3,1.1486,False,False,False,20,3,5,False,2,False
2004-05-13 21:00:00,131.0,1891.0,18.2,54.7,1.1336,False,False,False,21,3,5,False,2,False
2004-05-13 22:00:00,121.0,1733.0,17.8,55.0,1.1097,False,False,False,22,3,5,False,2,False
2004-05-13 23:00:00,123.0,1946.0,17.5,56.4,1.1175,False,False,False,23,3,5,False,2,False
2004-05-14 00:00:00,107.0,1873.0,17.3,57.8,1.1298,False,False,False,0,4,5,False,2,False
2004-05-14 01:00:00,104.0,1690.0,16.8,57.5,1.0912,False,False,False,1,4,5,False,2,False
2004-05-14 02:00:00,91.0,1538.0,16.3,57.0,1.0484,False,False,False,2,4,5,False,2,False
2004-05-14 03:00:00,89.0,1463.0,16.2,56.3,1.0262,False,False,False,3,4,5,False,2,False
2004-05-14 04:00:00,87.0,1512.0,15.5,59.9,1.0498,False,False,False,4,4,5,False,2,False
2004-05-14 05:00:00,102.0,1524.0,16.0,58.3,1.0481,False,False,False,5,4,5,False,2,False
2004-05-14 06:00:00,95.0,1617.0,17.2,52.3,1.0169,False,False,False,6,4,5,False,2,False
2004-05-14 07:00:00,140.0,2105.0,18.5,49.4,1.0397,False,False,False,7,4,5,False,2,False
2004-05-14 08:00:00,139.0,2326.0,20.0,45.6,1.0524,False,False,False,8,4,5,False,2,False
2004-05-14 09:00:00,138.0,1713.0,21.0,37.9,0.9313,False,False,False,9,4,5,False,2,False
2004-05-14 10:00:00,113.0,1618.0,22.8,32.4,0.887,False,False,False,10,4,5,False,2,False
2004-05-14 11:00:00,101.0,1515.0,25.5,25.6,0.8218,False,False,False,11,4,5,False,2,False
2004-05-14 12:00:00,97.0,1523.0,25.9,23.6,0.7771,False,False,False,12,4,5,False,2,False
2004-05-14 13:00:00,114.0,1622.0,27.7,20.8,0.7599,False,False,False,13,4,5,False,2,False
2004-05-14 14:00:00,110.0,1573.0,27.1,21.6,0.7618,False,False,False,14,4,5,False,2,False
2004-05-14 15:00:00,103.0,1540.0,28.4,20.2,0.7697,False,False,False,15,4,5,False,2,False
2004-05-14 16:00:00,119.0,1584.0,28.1,21.9,0.8184,False,False,False,16,4,5,False,2,False
2004-05-14 17:00:00,126.0,1647.0,27.6,22.3,0.8116,False,False,False,17,4,5,False,2,False
2004-05-14 18:00:00,144.0,1790.0,25.2,24.3,0.7671,False,False,False,18,4,5,False,2,False
2004-05-14 19:00:00,164.0,1880.0,24.6,25.1,0.7636,False,False,False,19,4,5,False,2,False
2004-05-14 20:00:00,148.0,1711.0,23.1,27.2,0.7575,False,False,False,20,4,5,False,2,False
2004-05-14 21:00:00,119.0,1567.0,22.0,28.6,0.7483,False,False,False,21,4,5,False,2,False
2004-05-14 22:00:00,111.0,1630.0,20.8,34.5,0.8365,False,False,False,22,4,5,False,2,False
2004-05-14 23:00:00,115.0,1505.0,20.4,35.3,0.8352,False,False,False,23,4,5,False,2,False
2004-05-15 00:00:00,103.0,1520.0,19.1,38.3,0.8381,False,False,False,0,5,5,True,2,False
2004-05-15 01:00:00,81.0,1395.0,18.0,40.5,0.8271,False,False,False,1,5,5,True,2,False
2004-05-15 02:00:00,71.0,1389.0,17.4,43.4,0.8553,False,False,False,2,5,5,True,2,False
2004-05-15 03:00:00,64.5,1397.0,14.8,50.6,0.8489,False,False,False,3,5,5,True,2,False
2004-05-15 04:00:00,58.0,1324.0,14.6,51.4,0.8489,False,False,False,4,5,5,True,2,False
2004-05-15 05:00:00,44.0,1271.0,15.7,46.9,0.8329,False,False,False,5,5,5,True,2,False
2004-05-15 06:00:00,49.0,1322.0,15.3,49.7,0.8552,False,False,False,6,5,5,True,2,False
2004-05-15 07:00:00,68.0,1576.0,16.0,47.4,0.8564,False,True,True,7,5,5,True,2,False
2004-05-15 08:00:00,108.0,1721.0,17.6,43.3,0.8647,False,False,False,8,5,5,True,2,False
2004-05-15 09:00:00,117.0,1774.0,20.3,37.4,0.8807,False,False,False,9,5,5,True,2,False
2004-05-15 10:00:00,127.0,1653.0,23.1,30.3,0.8425,False,False,False,10,5,5,True,2,False
2004-05-15 11:00:00,93.0,1463.0,25.0,24.2,0.7568,False,False,False,11,5,5,True,2,False
2004-05-15 12:00:00,94.0,1457.0,25.6,23.5,0.7611,False,False,False,12,5,5,True,2,False
2004-05-15 13:00:00,87.0,1460.0,25.5,22.6,0.7288,False,False,False,13,5,5,True,2,False
2004-05-15 14:00:00,75.0,1333.0,26.1,21.1,0.7023,False,False,False,14,5,5,True,2,False
2004-05-15 15:00:00,81.0,1389.0,28.2,19.4,0.7303,False,False,False,15,5,5,True,2,False
2004-05-15 16:00:00,86.0,1437.0,27.4,20.5,0.7379,False,False,False,16,5,5,True,2,False
2004-05-15 17:00:00,97.0,1455.0,26.0,22.7,0.7532,False,False,False,17,5,5,True,2,False
2004-05-15 18:00:00,117.0,1564.0,23.8,27.1,0.7858,False,False,False,18,5,5,True,2,False
2004-05-15 19:00:00,120.0,1603.0,23.0,28.7,0.7976,False,False,False,19,5,5,True,2,False
2004-05-15 20:00:00,149.0,1725.0,21.7,31.8,0.8191,False,False,False,20,5,5,True,2,False
2004-05-15 21:00:00,124.0,1574.0,20.9,33.2,0.8098,False,False,False,21,5,5,True,2,False
2004-05-15 22:00:00,97.0,1552.0,20.2,34.3,0.8017,False,False,False,22,5,5,True,2,False
2004-05-15 23:00:00,112.0,1594.0,19.6,37.0,0.8325,False,False,False,23,5,5,True,2,False
2004-05-16 00:00:00,95.0,1564.0,18.1,40.9,0.8441,False,False,False,0,6,5,True,2,False
2004-05-16 01:00:00,88.0,1450.0,17.0,43.3,0.8341,False,False,False,1,6,5,True,2,False
2004-05-16 02:00:00,54.0,1370.0,16.7,43.4,0.8193,False,False,False,2,6,5,True,2,False
2004-05-16 03:00:00,48.5,1328.0,15.9,44.7,0.8009,False,False,False,3,6,5,True,2,False
2004-05-16 04:00:00,43.0,1256.0,15.2,45.5,0.783,False,False,False,4,6,5,True,2,False
2004-05-16 05:00:00,45.0,1235.0,13.5,50.1,0.7706,False,False,False,5,6,5,True,2,False
2004-05-16 06:00:00,47.0,1256.0,14.2,49.9,0.8025,False,False,False,6,6,5,True,2,False
2004-05-16 07:00:00,58.0,1353.0,13.8,51.4,0.8059,False,False,False,7,6,5,True,2,False
2004-05-16 08:00:00,69.0,1393.0,16.3,45.1,0.8286,False,False,False,8,6,5,True,2,False
2004-05-16 09:00:00,89.0,1458.0,19.2,35.4,0.7812,False,False,False,9,6,5,True,2,False
2004-05-16 10:00:00,105.0,1473.0,25.5,21.1,0.677,False,False,False,10,6,5,True,2,False
2004-05-16 11:00:00,92.0,1400.0,28.2,19.0,0.7164,False,False,False,11,6,5,True,2,False
2004-05-16 12:00:00,82.0,1405.0,29.5,19.8,0.8013,False,False,False,12,6,5,True,2,False
2004-05-16 13:00:00,56.0,1311.0,30.6,19.4,0.8348,False,False,False,13,6,5,True,2,False
2004-05-16 14:00:00,60.0,1375.0,29.9,22.0,0.9181,False,False,False,14,6,5,True,2,False
2004-05-16 15:00:00,64.0,1476.0,31.5,21.9,0.997,False,False,False,15,6,5,True,2,False
2004-05-16 16:00:00,85.0,1566.0,31.2,24.6,1.0987,False,False,False,16,6,5,True,2,False
2004-05-16 17:00:00,107.0,1617.0,30.4,26.5,1.1347,False,False,False,17,6,5,True,2,False
2004-05-16 18:00:00,106.0,1632.0,26.8,33.5,1.1602,False,False,False,18,6,5,True,2,False
2004-05-16 19:00:00,125.0,1820.0,25.5,37.4,1.1995,False,False,False,19,6,5,True,2,False
2004-05-16 20:00:00,118.0,1648.0,23.7,39.4,1.1381,False,False,False,20,6,5,True,2,False
2004-05-16 21:00:00,95.0,1495.0,22.9,37.0,1.0197,False,False,False,21,6,5,True,2,False
2004-05-16 22:00:00,97.0,1416.0,20.8,36.3,0.8775,False,False,False,22,6,5,True,2,False
2004-05-16 23:00:00,93.0,1328.0,20.3,28.5,0.6686,False,False,False,23,6,5,True,2,False
2004-05-17 00:00:00,85.0,1273.0,19.6,26.5,0.5974,False,False,False,0,0,5,False,2,False
2004-05-17 01:00:00,67.0,1182.0,19.1,25.9,0.5673,False,False,False,1,0,5,False,2,False
2004-05-17 02:00:00,37.0,1113.0,18.4,27.6,0.5799,False,False,False,2,0,5,False,2,False
2004-05-17 03:00:00,38.5,1110.0,17.4,30.2,0.5945,False,False,False,3,0,5,False,2,False
2004-05-17 04:00:00,40.0,1112.0,16.3,34.1,0.6257,False,False,False,4,0,5,False,2,False
2004-05-17 05:00:00,75.0,1220.0,15.8,36.5,0.6535,False,False,False,5,0,5,False,2,False
2004-05-17 06:00:00,102.0,1420.0,16.0,38.1,0.6879,False,False,False,6,0,5,False,2,False
2004-05-17 07:00:00,113.0,1675.0,17.6,35.0,0.6965,False,False,False,7,0,5,False,2,False
2004-05-17 08:00:00,142.0,1444.0,18.5,31.2,0.6611,False,False,False,8,0,5,False,2,False
2004-05-17 09:00:00,90.0,1404.0,19.8,28.5,0.652,False,False,False,9,0,5,False,2,False
2004-05-17 10:00:00,94.0,1393.0,22.3,24.1,0.6394,False,False,False,10,0,5,False,2,False
2004-05-17 11:00:00,92.0,1396.0,24.2,21.7,0.6451,False,False,False,11,0,5,False,2,False
2004-05-17 12:00:00,97.0,1470.0,25.1,20.8,0.6516,False,False,False,12,0,5,False,2,False
2004-05-17 13:00:00,88.0,1423.0,25.8,19.5,0.6392,False,False,False,13,0,5,False,2,False
2004-05-17 14:00:00,86.0,1387.0,26.3,18.9,0.6344,False,False,False,14,0,5,False,2,False
2004-05-17 15:00:00,99.0,1363.0,25.8,18.6,0.608,False,False,False,15,0,5,False,2,False
2004-05-17 16:00:00,95.0,1425.0,25.7,19.4,0.6304,False,False,False,16,0,5,False,2,False
2004-05-17 17:00:00,105.0,1552.0,26.7,17.1,0.5909,False,False,False,17,0,5,False,2,False
2004-05-17 18:00:00,121.0,1644.0,24.3,19.8,0.5933,False,False,False,18,0,5,False,2,False
2004-05-17 19:00:00,125.0,1735.0,23.5,20.8,0.5937,False,False,False,19,0,5,False,2,False
2004-05-17 20:00:00,122.0,1545.0,22.0,24.0,0.6263,False,False,False,20,0,5,False,2,False
2004-05-17 21:00:00,81.0,1350.0,21.1,26.2,0.6481,False,False,False,21,0,5,False,2,False
2004-05-17 22:00:00,73.0,1398.0,20.9,28.8,0.7014,False,False,False,22,0,5,False,2,False
2004-05-17 23:00:00,80.0,1439.0,20.2,31.2,0.7304,False,False,False,23,0,5,False,2,False
2004-05-18 00:00:00,65.0,1323.0,20.0,31.5,0.7262,False,False,False,0,1,5,False,2,False
2004-05-18 01:00:00,59.0,1286.0,20.8,32.3,0.7813,False,False,False,1,1,5,False,2,False
2004-05-18 02:00:00,50.0,1264.0,20.0,34.5,0.7954,False,False,False,2,1,5,False,2,False
2004-05-18 03:00:00,36.5,1233.0,21.2,32.9,0.8178,False,False,False,3,1,5,False,2,False
2004-05-18 04:00:00,23.0,1254.0,18.3,40.0,0.8345,False,False,False,4,1,5,False,2,False
2004-05-18 05:00:00,37.0,1361.0,17.0,44.6,0.8593,False,False,False,5,1,5,False,2,False
2004-05-18 06:00:00,54.0,1487.0,17.1,45.3,0.8784,False,False,False,6,1,5,False,2,False
2004-05-18 07:00:00,94.0,1970.0,17.1,46.5,0.901,False,True,True,7,1,5,False,2,False
2004-05-18 08:00:00,139.0,2605.0,18.8,39.7,0.8547,False,True,True,8,1,5,False,2,False
2004-05-18 09:00:00,115.0,1760.0,20.3,38.1,0.8946,False,False,False,9,1,5,False,2,False
2004-05-18 10:00:00,119.0,1650.0,25.3,27.0,0.8565,False,False,False,10,1,5,False,2,False
2004-05-18 11:00:00,103.0,1604.0,27.4,22.8,0.8219,False,False,False,11,1,5,False,2,False
2004-05-18 12:00:00,123.0,1735.0,30.0,20.0,0.8338,False,False,False,12,1,5,False,2,False
2004-05-18 13:00:00,126.0,1769.0,30.9,19.1,0.8394,False,False,False,13,1,5,False,2,False
2004-05-18 14:00:00,106.0,1663.0,30.6,20.2,0.8719,False,False,False,14,1,5,False,2,False
2004-05-18 15:00:00,127.0,1653.0,32.2,18.9,0.8964,False,False,False,15,1,5,False,2,False
2004-05-18 16:00:00,105.0,1573.0,31.7,19.5,0.8981,False,False,False,16,1,5,False,2,False
2004-05-18 17:00:00,130.0,1873.0,30.9,20.5,0.8996,False,False,False,17,1,5,False,2,False
2004-05-18 18:00:00,160.0,1988.0,27.5,24.7,0.8899,False,False,False,18,1,5,False,2,False
2004-05-18 19:00:00,162.0,2068.0,25.8,27.0,0.8821,False,False,False,19,1,5,False,2,False
2004-05-18 20:00:00,135.0,1750.0,23.7,30.0,0.8633,False,False,False,20,1,5,False,2,False
2004-05-18 21:00:00,122.0,1648.0,22.2,33.4,0.8806,False,False,False,21,1,5,False,2,False
2004-05-18 22:00:00,75.0,1518.0,21.1,36.5,0.9019,False,False,False,22,1,5,False,2,False
2004-05-18 23:00:00,96.0,1507.0,20.2,38.6,0.9016,False,False,False,23,1,5,False,2,False
2004-05-19 00:00:00,84.0,1542.0,19.3,43.0,0.9535,False,False,False,0,2,5,False,2,False
2004-05-19 01:00:00,68.0,1407.0,19.2,43.6,0.9591,False,False,False,1,2,5,False,2,False
2004-05-19 02:00:00,65.0,1367.0,18.4,45.7,0.9599,False,False,False,2,2,5,False,2,False
2004-05-19 03:00:00,58.5,1297.0,18.7,44.3,0.9453,False,False,False,3,2,5,False,2,False
2004-05-19 04:00:00,52.0,1332.0,16.3,51.4,0.9468,False,False,False,4,2,5,False,2,False
2004-05-19 05:00:00,46.0,1318.0,17.0,49.2,0.9459,False,False,False,5,2,5,False,2,False
2004-05-19 06:00:00,54.0,1462.0,16.4,52.1,0.9612,False,False,False,6,2,5,False,2,False
2004-05-19 07:00:00,94.0,2044.0,16.4,53.4,0.9863,False,False,False,7,2,5,False,2,False
2004-05-19 08:00:00,155.0,2545.0,18.6,46.8,0.99,False,False,False,8,2,5,False,2,False
